ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
3786,28,Male,Divorced,1795.118661,10/17/2024,5926.8,288.852,High School Diploma,Nagaland,Manager,policy1,Chat,policy1,Business,Text,In-Person Meeting,Evening,Spanish
3787,49,Female,Divorced,4209.838973,11/4/2017,33272.7,584.162,Bachelor's Degree,Telangana,Entrepreneur,policy1,Phone,policy4,Group,Phone,Mail,Weekends,Spanish
3788,28,Male,Single,1979.392667,9/24/2023,41583.8,2034.376,High School Diploma,Puducherry,Engineer,policy1,Mobile App,policy5,Group,Mail,Mail,Evening,Spanish
3789,23,Female,Single,1869.851268,1/31/2025,43974.4,2009.539,Doctorate,Manipur,Artist,policy3,Mobile App,policy3,Business,Text,Text,Evening,English
3790,39,Female,Married,3120.545017,1/15/2019,42199.4,1123.785,Doctorate,Meghalaya,Entrepreneur,policy2,Mobile App,policy3,Group,Phone,In-Person Meeting,Morning,Spanish
3791,42,Male,Married,2204.132123,2/11/2023,8327.6,230.387,Associate Degree,Chandigarh,Engineer,policy4,Mobile App,policy1,Business,Email,Mail,Morning,English
3792,34,Male,Divorced,6930.678547,2/17/2021,41575,65.736,Associate Degree,Delhi,Artist,policy2,Phone,policy2,Business,Email,Phone,Morning,Mandarin
3793,45,Male,Married,4247.368054,12/26/1981,11186.8,88.276,High School Diploma,Uttarakhand,Doctor,policy1,Phone,policy2,Group,Phone,Email,Morning,German
3794,59,Male,Widowed,4414.484714,5/13/2011,7527.9,44.187,Master's Degree,Himachal Pradesh,Engineer,policy3,Email,policy1,Individual,Phone,Email,Evening,French
3795,59,Female,Married,5440.312536,2/24/1976,42786.4,231.477,High School Diploma,Uttar Pradesh,Engineer,policy2,Mobile App,policy2,Group,Mail,Phone,Weekends,French
3796,38,Male,Married,2808.29482,10/14/2017,7404.5,221.726,Doctorate,Gujarat,Entrepreneur,policy5,Mobile App,policy1,Group,Phone,In-Person Meeting,Evening,English
3797,67,Male,Married,5997.1851,5/19/1976,10778.6,106.618,Associate Degree,Uttar Pradesh,Entrepreneur,policy5,Email,policy3,Business,Mail,In-Person Meeting,Afternoon,French
3798,30,Female,Divorced,3841.165951,3/22/2023,45747.2,1044.701,Doctorate,Himachal Pradesh,Salesperson,policy3,Email,policy3,Business,In-Person Meeting,Email,Evening,Spanish
3799,50,Male,Married,4204.846653,1/19/1998,12801.2,127.97,High School Diploma,Jharkhand,Artist,policy1,Mobile App,policy5,Group,In-Person Meeting,Text,Anytime,German
3800,63,Female,Widowed,6557.280208,10/7/1991,43116.4,383.625,Associate Degree,Tripura,Teacher,policy5,Mobile App,policy1,Group,In-Person Meeting,Mail,Evening,French
3801,52,Male,Single,3938.040399,1/25/2017,20087.1,435.373,Associate Degree,Daman and Diu,Engineer,policy5,Mobile App,policy2,Business,Phone,Text,Afternoon,Spanish
3802,59,Female,Widowed,4226.968343,5/11/1976,13298.7,111.746,High School Diploma,Goa,Teacher,policy1,In-Person,policy3,Business,Mail,Email,Afternoon,Spanish
3803,44,Female,Single,4441.969209,1/2/2023,28174.9,109.817,Bachelor's Degree,Uttar Pradesh,Entrepreneur,policy4,Mobile App,policy5,Individual,Email,Email,Anytime,German
3804,49,Female,Married,5441.090679,8/22/1989,40397.2,379.19,High School Diploma,Arunachal Pradesh,Salesperson,policy5,Mobile App,policy3,Group,Email,Text,Afternoon,Mandarin
3805,39,Female,Married,3419.790635,2/26/2021,44370.8,563.917,High School Diploma,Andhra Pradesh,Doctor,policy2,Mobile App,policy1,Business,Email,Email,Morning,French
3806,69,Female,Single,5630.351653,6/19/1980,40251.3,283.519,Master's Degree,Chhattisgarh,Teacher,policy3,Chat,policy4,Group,Text,Text,Weekends,Mandarin
3807,29,Male,Single,2242.456965,3/2/2023,33520.5,1673.568,Bachelor's Degree,Dadra and Nagar Haveli,Nurse,policy3,Email,policy4,Group,Email,Phone,Morning,French
3808,39,Female,Single,2674.514242,10/3/2020,25843.4,727.868,High School Diploma,Rajasthan,Engineer,policy3,Mobile App,policy2,Group,In-Person Meeting,Email,Afternoon,German
3809,38,Female,Married,3814.985405,7/28/2018,12851.3,130.175,Bachelor's Degree,Manipur,Teacher,policy4,Phone,policy5,Business,Text,Mail,Weekends,German
3810,37,Female,Divorced,11879.47921,2/13/2022,32349.5,92.876,Doctorate,Uttarakhand,Salesperson,policy3,Chat,policy3,Family,Phone,Phone,Morning,French
3811,42,Female,Married,2315.448942,1/22/2020,24587.7,451.501,Bachelor's Degree,Rajasthan,Lawyer,policy2,Phone,policy4,Business,In-Person Meeting,Phone,Anytime,French
3812,38,Female,Single,9220.624094,5/30/2021,30439.4,114.044,Doctorate,Puducherry,Teacher,policy2,Email,policy1,Family,Text,Text,Morning,Mandarin
3813,50,Female,Single,7168.117508,3/20/2023,41659,150.022,Associate Degree,Uttar Pradesh,Manager,policy1,Email,policy5,Group,Email,Mail,Morning,Mandarin
3814,41,Female,Widowed,3413.55997,7/8/1975,23963.7,232.507,High School Diploma,Goa,Salesperson,policy3,Mobile App,policy1,Family,Phone,In-Person Meeting,Weekends,German
3815,21,Male,Single,1611.375604,10/7/2022,42750.3,1933.161,Bachelor's Degree,Punjab,Teacher,policy5,Phone,policy5,Group,In-Person Meeting,In-Person Meeting,Anytime,French
3816,39,Female,Married,3673.259202,11/11/2020,17195,452.018,Bachelor's Degree,Rajasthan,Entrepreneur,policy2,Mobile App,policy1,Group,Mail,In-Person Meeting,Afternoon,French
3817,39,Female,Married,3485.607305,1/7/2019,41089,1053.489,Associate Degree,Andhra Pradesh,Manager,policy2,Mobile App,policy1,Individual,Phone,Email,Weekends,English
3818,27,Female,Married,1864.838585,6/3/2023,27573.2,1043.642,Master's Degree,Sikkim,Doctor,policy2,In-Person,policy1,Group,Phone,Phone,Afternoon,Spanish
3819,39,Female,Single,3077.632001,1/19/2022,48484.3,1074.722,Master's Degree,Jharkhand,Entrepreneur,policy3,Chat,policy1,Group,Mail,Mail,Weekends,English
3820,21,Female,Single,2105.233909,12/12/2023,17602,702.942,Master's Degree,Chandigarh,Lawyer,policy3,Mobile App,policy3,Family,Email,Phone,Anytime,French
3821,41,Male,Single,6136.120417,11/2/2020,15992,31.712,Associate Degree,Lakshadweep,Teacher,policy4,Mobile App,policy1,Group,Email,Email,Weekends,Mandarin
3822,41,Male,Divorced,6550.856895,2/6/2023,37887.3,131.764,Associate Degree,Haryana,Doctor,policy2,Phone,policy3,Family,Mail,Phone,Afternoon,German
3823,37,Male,Divorced,4317.143552,12/19/2022,48642.1,169.808,Bachelor's Degree,Karnataka,Nurse,policy2,Phone,policy2,Group,In-Person Meeting,Email,Evening,German
3824,61,Male,Single,6889.29786,9/10/2022,39382.2,47.144,Master's Degree,Arunachal Pradesh,Nurse,policy5,In-Person,policy2,Individual,Email,Email,Weekends,English
3825,42,Male,Single,6177.390385,8/5/2021,31044,103.591,Doctorate,Gujarat,Artist,policy3,Mobile App,policy2,Group,Text,In-Person Meeting,Weekends,English
3826,50,Female,Single,7811.755903,12/7/2021,30964.2,47.84,Associate Degree,Tamil Nadu,Nurse,policy1,Phone,policy1,Family,In-Person Meeting,Email,Afternoon,French
3827,30,Female,Divorced,5771.686896,1/8/2009,23921.6,150.327,Master's Degree,Puducherry,Entrepreneur,policy1,Chat,policy1,Business,Mail,Email,Weekends,German
3828,20,Male,Married,1505.045152,9/4/2024,42432.5,1498.376,Associate Degree,Arunachal Pradesh,Entrepreneur,policy3,Phone,policy4,Business,Phone,Text,Evening,German
3829,32,Female,Married,2281.927114,12/28/2022,46297.4,2081.599,Associate Degree,Andaman and Nicobar Islands,Nurse,policy5,Email,policy2,Business,Phone,In-Person Meeting,Afternoon,Spanish
3830,36,Female,Married,1783.479753,8/19/2017,5574.4,145.435,High School Diploma,Nagaland,Manager,policy2,Email,policy1,Family,In-Person Meeting,Phone,Afternoon,German
3831,36,Female,Married,3000.316684,6/19/2016,17023.4,509.743,Master's Degree,Telangana,Doctor,policy3,Phone,policy3,Group,Mail,In-Person Meeting,Morning,French
3832,73,Female,Married,5138.110845,3/22/1989,20177,164.99,Doctorate,Dadra and Nagar Haveli,Doctor,policy1,Chat,policy1,Group,In-Person Meeting,Email,Weekends,German
3833,30,Male,Married,1722.793732,3/3/2024,30879.5,979.194,Doctorate,Goa,Nurse,policy2,Mobile App,policy4,Business,Email,Email,Weekends,German
3834,42,Female,Widowed,5509.648468,11/1/2009,42019.1,225.02,Master's Degree,Chandigarh,Manager,policy1,In-Person,policy5,Group,Mail,Text,Afternoon,Mandarin
3835,74,Female,Married,4536.138982,10/25/1982,26659.7,135.854,Doctorate,Lakshadweep,Salesperson,policy3,Email,policy3,Business,Text,Phone,Afternoon,Spanish
3836,30,Female,Married,3275.691175,7/23/2020,22449.9,514.201,Master's Degree,Kerala,Engineer,policy5,Chat,policy1,Group,Text,In-Person Meeting,Morning,German
3837,34,Female,Married,3764.946561,7/30/2017,38854,536.659,Master's Degree,Telangana,Lawyer,policy5,In-Person,policy5,Business,Mail,Mail,Morning,German
3838,35,Female,Single,2458.469872,10/5/2020,23000.5,626.992,Associate Degree,Kerala,Manager,policy2,Mobile App,policy5,Family,Text,In-Person Meeting,Anytime,English
3839,40,Male,Married,3421.754993,12/3/2019,21786,306.885,Master's Degree,Telangana,Artist,policy2,Mobile App,policy3,Family,Phone,In-Person Meeting,Afternoon,German
3840,28,Male,Single,1651.163817,9/14/2024,18978.8,947.548,High School Diploma,Himachal Pradesh,Salesperson,policy5,Email,policy3,Individual,Email,In-Person Meeting,Weekends,Spanish
3841,45,Female,Divorced,4689.105688,6/29/2013,32734.2,167.532,Master's Degree,Gujarat,Engineer,policy1,Mobile App,policy3,Group,Email,Phone,Anytime,Mandarin
3842,27,Female,Married,1721.623602,10/15/2022,26816.4,851.145,Associate Degree,Maharashtra,Artist,policy2,Mobile App,policy5,Group,Text,Mail,Weekends,Spanish
3843,47,Female,Married,2356.761765,8/12/2021,39875.4,680.356,Doctorate,Jharkhand,Salesperson,policy5,Chat,policy3,Individual,In-Person Meeting,Mail,Anytime,French
3844,38,Female,Married,2840.098066,11/27/2017,28546.9,554.358,Doctorate,Delhi,Teacher,policy4,Mobile App,policy2,Family,Mail,Phone,Afternoon,Spanish
3845,37,Male,Separated,4757.082252,4/10/2021,37847.7,38.721,Associate Degree,Assam,Entrepreneur,policy5,Mobile App,policy4,Group,In-Person Meeting,Phone,Weekends,French
3846,33,Male,Separated,8778.519819,2/16/2023,41446.4,188.169,Bachelor's Degree,Uttarakhand,Entrepreneur,policy4,Email,policy4,Individual,In-Person Meeting,Phone,Morning,English
3847,50,Male,Divorced,8072.126953,2/24/2024,31321.8,88.618,Master's Degree,Goa,Artist,policy5,Mobile App,policy5,Business,Text,Mail,Morning,German
3848,44,Male,Divorced,7704.021053,2/16/2023,10649.4,48.964,Doctorate,Haryana,Engineer,policy2,Mobile App,policy5,Business,Text,Mail,Afternoon,French
3849,53,Male,Divorced,9340.119858,6/28/2021,15350.9,40.591,Doctorate,Andhra Pradesh,Artist,policy1,In-Person,policy1,Group,Mail,Phone,Morning,French
3850,30,Male,Single,8695.738294,5/13/2022,47747.9,90.329,Bachelor's Degree,Assam,Entrepreneur,policy1,Phone,policy3,Family,Text,Email,Afternoon,German
3851,52,Female,Married,3149.039549,5/6/2015,28584.1,357.874,High School Diploma,Delhi,Engineer,policy5,Chat,policy4,Business,In-Person Meeting,Mail,Morning,French
3852,40,Male,Single,9185.960161,11/9/2021,23522.1,97.69,Associate Degree,Uttar Pradesh,Salesperson,policy5,Chat,policy2,Group,In-Person Meeting,Text,Morning,Spanish
3853,44,Female,Separated,5191.215625,7/24/2023,32197.8,54.234,High School Diploma,Gujarat,Manager,policy4,In-Person,policy4,Group,Mail,Text,Morning,English
3854,23,Male,Married,1477.487337,1/31/2023,11108.7,374.683,High School Diploma,Madhya Pradesh,Salesperson,policy2,In-Person,policy5,Family,Email,Phone,Afternoon,Spanish
3855,42,Female,Married,3453.453093,9/14/2022,48044.2,667.791,High School Diploma,Delhi,Lawyer,policy1,Email,policy5,Individual,Phone,Mail,Anytime,English
3856,40,Male,Married,3651.206091,1/30/2018,19136.5,535.204,Associate Degree,Haryana,Lawyer,policy1,Mobile App,policy1,Group,Phone,Email,Evening,English
3857,32,Female,Married,2891.102452,3/10/2024,32291.9,322.939,Bachelor's Degree,Uttarakhand,Teacher,policy3,In-Person,policy5,Business,Text,Mail,Morning,German
3858,20,Female,Single,993.891076,2/17/2023,5474.8,266.837,Associate Degree,Haryana,Lawyer,policy4,Email,policy1,Business,Mail,Email,Weekends,Spanish
3859,42,Male,Single,7633.921105,6/9/2023,10029.8,15.107,Associate Degree,Arunachal Pradesh,Engineer,policy1,In-Person,policy3,Business,Email,Text,Weekends,Spanish
3860,44,Female,Divorced,3675.25993,9/21/2022,25146.5,373.876,Master's Degree,Jharkhand,Teacher,policy2,Chat,policy2,Family,Text,Text,Weekends,Spanish
3861,33,Male,Divorced,3360.887322,1/22/2022,13957.1,201.123,Master's Degree,Meghalaya,Artist,policy5,Phone,policy2,Individual,Mail,Email,Evening,English
3862,41,Female,Married,2575.970365,10/27/2015,37285.4,780.703,Master's Degree,Lakshadweep,Salesperson,policy1,Chat,policy2,Business,Text,In-Person Meeting,Afternoon,French
3863,33,Female,Married,4206.842372,7/15/2023,22863.4,530.205,Bachelor's Degree,Odisha,Lawyer,policy1,Mobile App,policy3,Business,Mail,Mail,Weekends,German
3864,47,Male,Separated,7029.099623,9/12/2021,24282.8,119.517,Associate Degree,West Bengal,Nurse,policy2,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Weekends,French
3865,31,Male,Separated,10785.12085,7/17/2022,49840,56.384,Doctorate,Bihar,Engineer,policy4,Chat,policy3,Family,Phone,In-Person Meeting,Anytime,French
3866,40,Male,Separated,1928.100618,8/29/2023,36624.2,1499.173,Doctorate,Mizoram,Salesperson,policy1,In-Person,policy5,Family,Phone,Phone,Anytime,English
3867,40,Female,Divorced,4872.994436,11/14/2017,33881.6,722.766,Bachelor's Degree,Assam,Doctor,policy1,Phone,policy5,Business,Text,Email,Afternoon,English
3868,62,Female,Married,3840.376394,10/8/1993,19445.4,114.457,Master's Degree,Lakshadweep,Engineer,policy5,Mobile App,policy3,Family,Mail,Text,Afternoon,German
3869,57,Female,Widowed,4168.67239,12/27/1990,37980.1,356.629,High School Diploma,Andhra Pradesh,Teacher,policy1,Mobile App,policy5,Family,Email,In-Person Meeting,Evening,Spanish
3870,62,Female,Married,5744.827889,5/16/2016,33141.1,264.157,Associate Degree,Gujarat,Lawyer,policy2,Phone,policy1,Individual,Email,In-Person Meeting,Anytime,German
3871,22,Male,Married,2051.523808,12/29/2022,34977,1254.151,Doctorate,Tamil Nadu,Entrepreneur,policy3,Mobile App,policy2,Business,Mail,Mail,Anytime,German
3872,42,Female,Married,2988.295867,4/16/2018,46267.2,1385.933,Master's Degree,Gujarat,Artist,policy3,Mobile App,policy2,Group,Mail,In-Person Meeting,Afternoon,Spanish
3873,40,Female,Married,3106.01367,9/6/2021,9478.9,168.579,Bachelor's Degree,Goa,Salesperson,policy3,In-Person,policy2,Business,In-Person Meeting,In-Person Meeting,Morning,English
3874,24,Male,Single,1438.751017,12/5/2024,21268.8,939.303,Associate Degree,Lakshadweep,Entrepreneur,policy4,Chat,policy3,Group,Text,Email,Weekends,Spanish
3875,20,Male,Single,1789.002552,5/9/2023,33270.3,1571.699,Master's Degree,Chandigarh,Nurse,policy2,Mobile App,policy3,Group,Email,Mail,Anytime,Spanish
3876,30,Male,Married,2480.8141,1/29/2025,26613.9,1040.465,Bachelor's Degree,Rajasthan,Doctor,policy2,Email,policy2,Group,Email,Mail,Evening,Spanish
3877,50,Male,Single,8536.857665,11/23/2022,29584,30.024,High School Diploma,Assam,Salesperson,policy3,Chat,policy4,Business,Email,Mail,Evening,German
3878,33,Female,Divorced,4004.559143,6/8/2022,22820.7,638.037,Associate Degree,Haryana,Salesperson,policy3,Phone,policy2,Family,Email,In-Person Meeting,Weekends,German
3879,29,Male,Married,1688.158027,6/22/2024,9937.7,413.8,Master's Degree,Rajasthan,Salesperson,policy2,Chat,policy4,Family,In-Person Meeting,In-Person Meeting,Weekends,French
3880,45,Male,Single,6808.042372,11/14/2022,10688.8,16.462,Master's Degree,Chhattisgarh,Doctor,policy4,Mobile App,policy1,Business,Phone,Phone,Weekends,French
3881,45,Female,Single,9829.536476,8/28/2021,5472.2,17.586,Doctorate,Tamil Nadu,Engineer,policy3,In-Person,policy5,Business,Phone,Mail,Weekends,German
3882,30,Male,Married,1413.567879,1/9/2023,39744.9,1904.843,Master's Degree,Arunachal Pradesh,Teacher,policy2,In-Person,policy2,Family,In-Person Meeting,In-Person Meeting,Weekends,German
3883,61,Female,Divorced,7003.082444,3/15/2007,24948.8,131.088,Bachelor's Degree,Haryana,Doctor,policy4,Mobile App,policy3,Business,Email,Mail,Weekends,German
3884,43,Female,Married,2936.623304,9/22/2019,32289.5,902.166,Master's Degree,Puducherry,Lawyer,policy2,In-Person,policy3,Business,Email,Email,Weekends,German
3885,41,Female,Married,2203.36515,5/21/2017,39618.4,444.872,Bachelor's Degree,Dadra and Nagar Haveli,Teacher,policy3,Phone,policy5,Group,Mail,Text,Anytime,Spanish
3886,29,Male,Single,1348.337552,10/16/2022,48577.3,2306.137,Bachelor's Degree,Kerala,Salesperson,policy1,In-Person,policy1,Family,Text,In-Person Meeting,Afternoon,French
3887,47,Male,Single,10028.90951,5/6/2023,9147.6,16.602,Associate Degree,Andaman and Nicobar Islands,Engineer,policy3,Chat,policy1,Business,Mail,Text,Morning,German
3888,38,Female,Married,3290.556703,2/3/2017,28874.6,647.065,Associate Degree,Manipur,Doctor,policy2,Mobile App,policy4,Business,Email,In-Person Meeting,Weekends,English
3889,67,Female,Widowed,5628.068558,10/17/2014,46433.6,418.608,Associate Degree,Bihar,Lawyer,policy1,Phone,policy2,Business,Email,Mail,Morning,French
3890,35,Female,Divorced,2123.022243,11/18/2019,25998.7,390.588,Doctorate,Tamil Nadu,Manager,policy1,Mobile App,policy4,Group,In-Person Meeting,Mail,Evening,Mandarin
3891,52,Male,Widowed,6812.779195,5/28/2016,16581.9,108.027,Doctorate,Andaman and Nicobar Islands,Doctor,policy3,In-Person,policy2,Group,Phone,Phone,Afternoon,Spanish
3892,46,Male,Married,2155.335599,8/2/2021,17837.9,493.239,High School Diploma,Nagaland,Artist,policy1,Chat,policy1,Family,Phone,Mail,Morning,German
3893,66,Male,Widowed,5790.263518,3/23/1978,22599.3,140.193,Master's Degree,Haryana,Entrepreneur,policy1,Mobile App,policy3,Family,Email,In-Person Meeting,Morning,English
3894,35,Male,Married,3279.093972,9/10/2018,12053.3,235.483,Master's Degree,Mizoram,Engineer,policy1,Email,policy4,Individual,In-Person Meeting,In-Person Meeting,Anytime,French
3895,53,Female,Married,4619.546841,7/3/2007,15647.1,101.647,High School Diploma,Maharashtra,Manager,policy2,Phone,policy4,Individual,Mail,Text,Weekends,English
3896,41,Male,Divorced,5904.422514,9/24/2023,39205.9,158.831,High School Diploma,Nagaland,Lawyer,policy2,In-Person,policy1,Business,Email,Phone,Afternoon,English
3897,53,Female,Divorced,4684.238845,11/3/1998,40302.3,348.064,Bachelor's Degree,Chhattisgarh,Nurse,policy5,In-Person,policy1,Group,Phone,Mail,Morning,Spanish
3898,53,Male,Married,5412.448522,8/26/2003,43218.8,359.757,Master's Degree,Uttarakhand,Teacher,policy1,Chat,policy4,Business,Email,In-Person Meeting,Weekends,Spanish
3899,20,Male,Married,1726.841093,11/17/2022,24047.1,882.162,Associate Degree,Andhra Pradesh,Nurse,policy3,Mobile App,policy3,Group,Email,Text,Weekends,German
3900,40,Male,Separated,2505.245238,11/23/2022,9007.7,40.483,Bachelor's Degree,Chhattisgarh,Engineer,policy5,In-Person,policy1,Family,Mail,Phone,Afternoon,French
3901,43,Male,Married,2378.823471,9/22/2022,29270,460.429,Associate Degree,Bihar,Engineer,policy4,Mobile App,policy4,Family,Text,Phone,Afternoon,German
3902,40,Male,Separated,6745.709071,2/19/2024,38145,138.959,Doctorate,Manipur,Lawyer,policy3,Email,policy1,Group,Email,Text,Anytime,French
3903,40,Male,Divorced,2770.179765,8/17/2019,13470.3,194.693,Doctorate,Arunachal Pradesh,Nurse,policy1,Mobile App,policy3,Business,Email,Phone,Morning,Spanish
3904,45,Female,Married,3462.291488,9/29/2020,45510.5,1201.921,Associate Degree,Arunachal Pradesh,Lawyer,policy2,Mobile App,policy2,Individual,Phone,Mail,Evening,Mandarin
3905,42,Female,Single,7446.922845,10/20/2023,13106,23.202,High School Diploma,Gujarat,Artist,policy4,Mobile App,policy4,Family,In-Person Meeting,Mail,Morning,French
3906,28,Female,Married,2141.37812,11/23/2024,48130.4,1569.735,Doctorate,Uttar Pradesh,Entrepreneur,policy4,Phone,policy1,Individual,In-Person Meeting,Email,Evening,English
3907,19,Female,Divorced,2195.127214,4/26/2024,5943.5,214.909,Master's Degree,Odisha,Salesperson,policy2,Email,policy5,Business,Mail,Mail,Weekends,French
3908,36,Male,Divorced,1528.878981,6/30/2020,17988.7,304.182,High School Diploma,Manipur,Artist,policy2,Mobile App,policy3,Business,In-Person Meeting,In-Person Meeting,Afternoon,Mandarin
3909,53,Male,Divorced,9330.389167,8/11/2022,48859.8,143.92,Associate Degree,Arunachal Pradesh,Entrepreneur,policy5,Mobile App,policy3,Business,Email,Phone,Anytime,German
3910,46,Female,Single,5882.000652,7/22/2022,15993.5,48.177,Associate Degree,Andhra Pradesh,Entrepreneur,policy2,Chat,policy2,Family,Email,Phone,Afternoon,Spanish
3911,43,Female,Married,1810.995421,6/12/2015,36406.3,817.416,Associate Degree,Manipur,Entrepreneur,policy3,In-Person,policy1,Group,Text,Mail,Afternoon,German
3912,39,Female,Separated,1751.837484,12/3/2016,11834.4,276.395,Doctorate,Himachal Pradesh,Entrepreneur,policy4,Email,policy3,Business,Phone,Mail,Weekends,French
3913,50,Female,Married,2925.645975,9/13/2017,33995.4,638.937,High School Diploma,Andaman and Nicobar Islands,Engineer,policy5,Mobile App,policy5,Group,Phone,Mail,Morning,German
3914,28,Male,Married,3110.485281,2/23/2024,46244.9,1367.203,Doctorate,Arunachal Pradesh,Engineer,policy5,Email,policy3,Business,Mail,Mail,Weekends,French
3915,42,Female,Divorced,7997.926056,4/29/2023,14621.3,51.415,Doctorate,Arunachal Pradesh,Engineer,policy4,Mobile App,policy5,Business,Mail,In-Person Meeting,Morning,English
3916,37,Female,Married,4248.252816,7/29/2021,33476.9,400.668,Bachelor's Degree,Jharkhand,Doctor,policy2,Mobile App,policy4,Family,In-Person Meeting,Email,Weekends,Mandarin
3917,29,Male,Divorced,9443.162791,5/18/2021,25189.1,59.242,Associate Degree,Tamil Nadu,Lawyer,policy1,Chat,policy2,Family,Phone,In-Person Meeting,Morning,French
3918,20,Male,Single,1409.282866,6/6/2024,35725,1324.148,High School Diploma,Uttarakhand,Salesperson,policy4,In-Person,policy4,Group,In-Person Meeting,Email,Evening,English
3919,33,Male,Divorced,9561.202131,10/25/2020,18631.3,52.031,Bachelor's Degree,Haryana,Nurse,policy5,Email,policy2,Business,Text,Phone,Evening,French
3920,74,Female,Widowed,5420.842132,4/14/2013,41953.6,353.244,High School Diploma,Haryana,Salesperson,policy2,Mobile App,policy5,Business,Text,In-Person Meeting,Weekends,French
3921,53,Female,Married,5614.497787,6/5/1994,40526.6,382.15,High School Diploma,Chandigarh,Engineer,policy2,Phone,policy2,Family,Text,Phone,Weekends,English
3922,46,Female,Married,2170.082145,9/1/2019,39574,885.975,High School Diploma,Bihar,Lawyer,policy2,In-Person,policy5,Family,In-Person Meeting,In-Person Meeting,Evening,English
3923,35,Male,Divorced,4446.877303,7/30/2018,41910,1127.099,Doctorate,Uttarakhand,Engineer,policy5,Chat,policy1,Group,Text,In-Person Meeting,Morning,French
3924,54,Female,Widowed,3617.176799,11/15/1984,42441.6,303.221,High School Diploma,Mizoram,Teacher,policy5,In-Person,policy3,Business,Text,In-Person Meeting,Evening,English
3925,26,Male,Divorced,9310.318028,8/21/2022,12532,13.515,Doctorate,Andaman and Nicobar Islands,Doctor,policy5,Chat,policy2,Group,Phone,In-Person Meeting,Morning,Mandarin
3926,38,Male,Single,8823.202433,3/7/2024,44842.2,55.617,High School Diploma,Jharkhand,Salesperson,policy1,Email,policy2,Individual,In-Person Meeting,Mail,Morning,Mandarin
3927,43,Female,Divorced,3265.805203,12/22/2019,46881.5,1026.904,High School Diploma,Tripura,Doctor,policy5,Email,policy4,Business,Mail,In-Person Meeting,Evening,German
3928,44,Male,Divorced,2648.507478,1/3/2021,46048.2,1012.564,High School Diploma,Rajasthan,Teacher,policy1,Chat,policy1,Family,Email,In-Person Meeting,Weekends,English
3929,34,Male,Single,6285.503942,9/18/2022,27203.6,117.325,Doctorate,Madhya Pradesh,Engineer,policy1,In-Person,policy2,Family,Text,Mail,Weekends,French
3930,45,Male,Married,3977.961654,3/9/2019,29226.2,180.734,Associate Degree,Meghalaya,Teacher,policy2,Chat,policy2,Group,In-Person Meeting,In-Person Meeting,Morning,French
3931,41,Female,Divorced,3043.151173,9/7/2016,31315.8,399.668,Associate Degree,Chandigarh,Teacher,policy1,Phone,policy2,Group,In-Person Meeting,Mail,Anytime,German
3932,21,Male,Single,1762.42614,2/1/2024,18388.3,609.979,Doctorate,Chandigarh,Salesperson,policy1,In-Person,policy3,Business,Text,In-Person Meeting,Weekends,Mandarin
3933,48,Male,Divorced,7036.558229,1/1/2023,42570.5,61.973,Bachelor's Degree,Jharkhand,Salesperson,policy1,Email,policy2,Business,Phone,Text,Afternoon,French
3934,53,Male,Widowed,6068.510663,2/21/1995,18456.3,128.149,Bachelor's Degree,Chhattisgarh,Engineer,policy5,Chat,policy2,Business,Text,Mail,Morning,Spanish
3935,57,Female,Married,5311.601641,5/30/1989,35712.4,184.001,Doctorate,Himachal Pradesh,Artist,policy2,In-Person,policy5,Business,In-Person Meeting,Phone,Afternoon,French
3936,63,Female,Married,3984.643008,8/23/2004,7999.2,79.163,High School Diploma,Bihar,Engineer,policy2,Email,policy5,Group,Email,Text,Weekends,English
3937,36,Female,Divorced,8662.090955,6/16/2023,44277.6,66.144,Associate Degree,Haryana,Entrepreneur,policy5,Chat,policy1,Group,Text,In-Person Meeting,Afternoon,English
3938,71,Female,Married,4730.191648,3/11/1988,38407.1,336.661,Doctorate,Gujarat,Doctor,policy5,Email,policy4,Business,In-Person Meeting,Mail,Evening,German
3939,37,Female,Married,3039.108353,8/13/2020,33034.3,978.191,Doctorate,Assam,Teacher,policy3,Email,policy1,Group,In-Person Meeting,Email,Afternoon,Mandarin
3940,76,Female,Married,5301.116712,1/14/2021,19458.7,99.405,High School Diploma,Haryana,Doctor,policy2,Mobile App,policy5,Individual,In-Person Meeting,Email,Evening,Mandarin
3941,41,Female,Separated,5648.409346,1/1/2021,5091.6,24.382,Associate Degree,Uttarakhand,Salesperson,policy1,Phone,policy4,Group,Mail,Email,Morning,German
3942,28,Male,Divorced,1754.096572,12/11/2024,40405,1712.05,Doctorate,Himachal Pradesh,Entrepreneur,policy2,Phone,policy1,Business,Email,Phone,Anytime,Mandarin
3943,50,Male,Separated,2243.121563,4/13/2017,32626.6,583.737,Doctorate,West Bengal,Entrepreneur,policy2,Mobile App,policy5,Family,Email,Mail,Anytime,German
3944,50,Male,Single,7100.100899,1/30/2024,8871.2,36.165,Associate Degree,Sikkim,Entrepreneur,policy1,Mobile App,policy1,Family,Text,Phone,Morning,Spanish
